review,sentiment_gt
ürün hatalı iade etmek istiyorum,Negatif
urun kurulumu basit ama suyu çok baya kireçli veriyor lg mebran secmeme ragmen,Negatif
"sakın alma uzak dur ürün bi kaç kişiden tavsiye üzerine aldım ürünü kurmak için 120tl ücret alındı ertesi gün evi su bastı çünkü kurulumda plastik anahtar ile iyi sıkılmamış, sonraki hafta su gelmemeye başladı dendi ki su tankı delik gönderin yenisi verelim 15 gunde yenisi üretilir ama dönüş yok sakın alma ucuz plastik",Negatif
eksik parça gönderiyor,Negatif
hayir kimseye tavsiye etmem,Negatif
sakın almayın bir işe yaramıyor musluk suyu daha temiz çöpe atılacak paranız varsa alın,Negatif
paranıza yazik evinizin böyle sular altinda kalmasını istemiyorsanız almayın,Negatif
insani delirtecek derece kalitesiz malzemeler..,Negatif
ürün belki iyidir ama görmek zor... öncelikle aras kargoyla gönderdiklerinden elimize geçmesi günlerce sürdü. video da kutunun içinden çıkacağını vaadettikleri hat alma parçaları olmadığından kendim almak zorunda kaldım. aynı videoda 4-5 metre çıkacak dedikleri hortumunda 2 metre civarı çıkması bardağı taşıran son damla oldu. iade edip etmemeye yarın karar vereceğim ama bir kaç arıtma daha almak niyetindeydim ama bu kadar kusur beni vazgiçrdi. yeni marka arayacağım.,Negatif
bozuk ürün kalitesiz,Negatif
ürün vanası kırık geldi burada kendim yaptırdım mağazadan parça istedim servis felan yazmışlar bana kesinlikle almayın,Negatif
"berbat bir ürün, su faturası katlanıyor suyun tadı kötü diye yönlendirdiğiniz tesisatçı arıtma sisteminin temizliğine 120 tl aldı kısacası facia ...",Negatif
firma rezillik bildiğiniz yerden alin kafaniz rahat olsun.,Negatif
ürün arızalı çıktı ilgilenen yok,Negatif
hayir begenmedim.bu firmadanda internettende bir daha birşey almam. muhattap yok dandik cin mali ürün bir defa bile çalışmadı.,Negatif
bir daha tovbe,Negatif
"kirik geldi urun kirik geldi, takili vidalarin uclari kesikti, yeni vidalar taktim, sanki bozuk mali copten cikarip gondermisler, ustundeki kagittada sozde kalite kontrolden gecmis gibi butun asamalara tamam isareti konulmus. cihazin suyu aci, belki 5 tank suyu doldur bosalt yaptik hala aci, damacana suyun tadininin onunden bile gecemez. pismanimmmmmmmm.",Negatif
2 ay sonra tadi degisti ve nerden akdigini hala cozemedigim biyerden akitiyor kapattim kullanmiyorum artik,Negatif
berbat içinde membran ciimadi,Negatif
servis ve garanti belgesi yok. ürün garantisi yok.,Negatif
"çokk kötü, yanlış ve ilgisiz hayır ürün eksik ve yanlış bir şekilde tarafıma iletildi",Negatif
problem ürün ile ilgili sıkıntılarım var firmayla iletişime geçmeme rağmen hiçbir şekilde dönüş yapılmıyor,Negatif
hayır beyenmedim,Negatif
ben yandım siz yanmayın su arıtma cihazı 1 litre temiz su için 5 litre atık su çıkarıyor şaka gibi ürünü kurunca atık su kısmını gidere bağlamadan bi damacanaya bağlayıp ölçün yazık okadar atık suya.,Negatif
"kullanılmış ürün geldi ürün geldiğinde kutusu kuru ama içi komple ıslaktı, filtre ler ıslakdı iade edilen kullanılmış cihaz gönderilmiş gibi",Negatif
bildiğin herşeyi pilastikten yapılma ürün kansorojenmi değilmi bilemiyoruz.,Negatif
garanti diye birşey yok kargo ücreti siz ödüyorsunuz başka bir yerden alın,Negatif
kesinlikle alınmaz,Negatif
ürün çalışıyor ama benim beklediğim ürün değil,Negatif
dandik plastik parça göndermiş çok dandik,Negatif
tam bir hayal kırıklığı. aynı üründen ikinci alışım fakat firma plastik musluk kullanmaya başlamış tam bir hayal kırıklığı yaşadım..ilk aldığım ürün ile uzaktan yakından ilgisi olmayan bir ürün geldi..anlaşılan firma küçülküçülmeye geçmiş..umarım demir musluk sıkıntımı giderir..tad konusunda şimdilik bişey demiyecem henüz filitreler temizlenmemiş olsa gerek farklı bir tad var..,Negatif
"dolandırıcı dolandırıcı firma, ilgi sıfır yanlış ürün yolluyorlar umursamıyorlar bile.. müşteri hizmetleri babane der mi işte bunlar diyor. lüks diye yolladıkları musluk. hakkım haram olsun bunlara",Negatif
ürün son derece kalitesiz üç kuruşluk bağlantı aparatından kar etmek için dandik plastik bir vana koymuşlar.evi su bastı.. alırken bir daha düşünün,Negatif
ucuza kaçılmış malzeme,Negatif
mağaza telefonlara cevap vermiyor.,Negatif
ürünüm gelmedi,Negatif
yüzeyleri boşluklu yamalı geldi,Negatif
ürünüm defolu geldi ben değişim yapmak istiyorum aynı ürünün sağlam olanını talep ediyorum iade etmek istemiyorum özellikle belirtiyorum deişim talep ediyorum benş ararsanız bilgi için çok sevinirim istersenix foto da atarım ne yapmam gerektiğini bilmiyorum lutfen yardım edin,Negatif
malzeme kalitesi çok cok kötü kabloyu cok kısatutmuslar ürünü begenmedim sadece pisirme yüzeyi döküm oldugu icin aldım onunda kalitesi ve görünümü cok kötü,Negatif
işçilik 0,Negatif
ınox diye gönderdikleri ürün boyalı geldi insanları kandırıyorlar gelen ürün çizik ve boyası atmıştı dökümünde defo vardı geri iade ettim tavsiye etmiyorum,Negatif
ürünü kullanmadığım halde kullanmışsınız yazıp iademi reddetti. telefonla görüşmemde gayet kaba saba cevaplar aldım mağaza ve ürün kesinlikle rezalet gerekli hukuki tüm süreçlere başvuruda bulunacağım,Negatif
ürünü hasarlı darbeli defolu geldi ve degiştirmediler,Negatif
bozuk,Negatif
berbat kesinlikle kalitesi yok,Negatif
ürün hatalı geldi iade talebinde bulunmama rağmen kimse gelip almadı. bir tarafı yukarıda bir tarafı aşağıda kalıyor.,Negatif
gelen ürünü inox diye beklerken normal gri renge boyanmış halde göndermişler bu kadar aldatmaca olmaması gerekiyo sonuçta burada bir satış yapılıyo neyse onu yazın ve satın,Negatif
"ınox yazıyor ama ınox değil, aldatmaca, ürün griye boyanmış fiyat farkı vererek ınox diye almıştım, bence haksız kazanç aras kargoya teşekkür ederim, 24 saatte teslim aldım.",Negatif
makine alalı 3 ay oldu. makinenin üst tarafı isitmamaya başladı. firmayla irtibata geçtim beni servise yonlerdirdi.,Negatif
ürünü bir türlü teslim alamadım. bu konuda uardımcı olabilecek bir yetkili var mıdır?,Negatif
ürünün ayakları kırık gönderiyorlar. değiştirmeme rağmen tekrar kırık ayaklı gönderdiler. pişman oldum aldığıma,Negatif
"işçilik ve kalite sıfır, tasarim zevki yok, iki beğenmedim.",Negatif
hatalı olduğunu düşündüğüm ürün,Negatif
ürün sıkıntılı tablalar çatlama yapıyor.,Negatif
beş para etmiyor,Negatif
öncelikle mağaza için yazayım. paketleme aşırı kötü olduğu için ürünün üst kısmı yerinden çıkmış 45dk ugrastim geri takmak için. bu magazayi tavsiye etmiyorum kesinlikle. 2. olay ise makinenin dusuk kaliteli olması. evet dömüm gülle gibi ağır vs ama bi emaye kaplaması yok. sözde et kofte de pisirilebilir fakat yapabilen oldugunu sanmiyorum. inanilmaz yapisiyor kesinlikle kullanisli degil yikanmiyir. ekmek disinda bir urun koydugunuzde min. 30 dk temizlenme suresi var cunku urunun yarisi makinede kaliyor. uzak durun,Negatif
kalitesiz,Negatif
milleti kandırmayın yazıktır,Negatif
ürün piyasadaki bilinen markalar gibi kolay temizlenip kullanılan bir urun değil sil geç olmuyor zahmetli temizliği var alinirmi ? iyice araştırıp bakmak gerek,Negatif
kötü kargo şirketi,Negatif
"defolu, imalat problemli ürün satılıyor",Negatif
asla almayın ürünü hiç beğenmedim döküm dedikleri tablalarin döküm olup olmadığını bilmem ama ne konulursa yapışıyor asla çıkmıyor 3 tost yaptım aktı yapıştı tel fırça ile çıkmıyor her kullanımda çıkmayan artıklar yanıp kömür oluyor hem koku salıyor hem de yeni tostun tadını bozuyor bu ürün özür diliyorum ama adeta çöp değerinde,Negatif
asla beğenmedim,Negatif
"çok kötü kokuyor tüm ev kokuya gidiyor, normalde döküm tava kullanırım paslanıyor bu temizlenmiyor aldıgıma çok pişmanım çöpe atarım yakında",Negatif
defolu ürün yolladılar.,Negatif
içinden fırça çıkmadı,Negatif
beğenmedim ürün iş görür ama sanki daha önce kullanılmıs gibi geldi. her tarafı yamuk yumuk. iç tarafı delik deşik. sıfır demeye bin şahit lazım. önermem kimseye,Negatif
berbattttttt hayır rezalet bir ürün kimseye tavsiye etmem,Negatif
satıcı defolu ürün gönderdi ürün defolu çıktı o kadar para verip güveniyorsunuz çok ayıp,Negatif
üçüncü tostta döküm tabakası çatladı. yorumlara güvenerek aldım fakat belki şansımız dan ürün kötü çıktı.ama firma ilgisiz pişman oldum.,Negatif
tamamen rezalet begenmedın mağaza kullanılmış ürün gonderdı,Negatif
"hayal kırıklığı yorumlara bakıp aldım ama sanırım tüm yorumculara farklı bir ürün gitmiş, mühendislik harikası bir ürün borular cıvatalar somunlardan oluşmuş harika bir ürün... döküm olması haricinde olumlu hiç bir şey yok... o da kaliteli bir döküm değil ama neyse, sanırım tek olumlu yanı fiyatı",Negatif
ayıplı mal ürün tüm evin ekektiriğini kesti tüm evin prizlerinde denememize rağmen evin elektiriğini kesti evde yangın çıkıcak diye korktuk almadan önce düşünün ayrıca mağaza ilgilenmediği gibi direk fabrikaya yönlendiriyor yani kısaca ürünü n11 den alıyosunuz n11 mağazaya mağaza fabrikaya fabrikayada ulaşılamıyor bunları göz önünde bulundurun,Negatif
gönderirken bir ürünün sağına soluna bakın.allahınızı severseniz. bu durum olmasaydı mutlu olabilirdim.,Negatif
temizliği çok zor,Negatif
defolu urun,Negatif
hayır igrenč kargo ozensiz satici,Negatif
evet ama garanti belgesi ve fırçası yoktur aceleye gelmiş ürünüm,Negatif
paketleme yetersiz ürün dökümü üzerinde pas lekeleri vardı. plastik aksamlar üzerinde de lekeler vardı. paketi hırpalanmış ve zarar görmüştü. daha önce aldığım dökümix tost makinesi de benzer durumda olduğu için iade etmiştim. bu da aynı çıkınca uğraşmadım artık. böyle kabullendik. pişman mıyım ? pişmanım.,Negatif
almadan bir kez daha düşünün hayır hiç begenmedim ikici el ürün geldi sanki defolu çıktı,Negatif
rezalet beğenmedim elime bile ulaşmadı,Negatif
ne yapmaya çalışıliyor ürünün kalitesi ile ilgili yorum yapmak istemiyorum henüz kullanmadım ama üstten içe doğru çökük bir sekilde teslim ettiler bu vazife yapılmış sayılıyorsa. büyük bir hevesle dölüm tost tost makinesi siparişi verdim ve sonucu gördüm.,Negatif
kargo ve satıcı kurum ürün gelirse eyer bakarım,Negatif
rezalet üstüne başına buyrukluk elime ulaşmayan birşeyi nasıl beğeneyim,Negatif
ürün ulaşmadı. sipariş tamamlandı şeklinde görülüyor. lütfen sürat kargo ile ilişiği izi kesin.,Negatif
gelen ürün hasarlı geldi ve sonrasında mağaza ile olan iletişim tamamen felaket ne doğru düzgün cevap veriyorlar ne de bir çözüm 1 ay olacak nerdeyse hala iade edilmedi. rezalet..,Negatif
alışmasında sıkıntı yok.döküm plakalar kaliteli değil ama bu paraya bu eder.,Negatif
sakın almayın!!!,Negatif
taşlama izleri ve yipranmalar var üründe taşlama izleri ve yipranmalar var üründe sağlık açısından zararlı mi bilmiyorum.mecbur geri göndermedim yağlı kağıt ile kullanacam paslı gibi ürün bazı yerlerinde izler var fotoğrafda gözüküyor alacaklar buna dikkat etsin.,Negatif
"parasını kesinlikle haketmeyen bir ürün. aldığım için çok pişmanım gerçekten ve iade de almıyorlar. temizliği deseniz işkence, pişirmesi deseniz öyle. ekmeği ve malzemenin tamamı tablalara yapışıyor. kesinlikle tavsiye etmiyorum.",Negatif
berbat berbat paranızı çöp e atmayın,Negatif
berbat magaza iletisimi berbat kesinlikle tavsiye etmiyorum ayrica urun cok kalitesiz plakalarda taslama izi var malzeme kalitesi berbat paranizi cope atmayin bin pismanim,Negatif
"hiçbir özen yok,milleti kuş yerine koymayın artık yaa!!!",Negatif
faturasız defoulu ürün,Negatif
görsel ile alakası yok döküm kısmı işcilik sıfır,Negatif
"rezalet almadan önce yorumları okudum, döküm plakalar da problem olduğunu ve görsellik açısından ufak tefek çizikler vs.oldugunu söyleyenler vardı.ben de makina imalatcisiyim gorevim kalite kontrol.döküm hatasını spiral taş ile düzeltmeye çalismissiniz.madem plakanın içine ettiniz müşteriye gönderip de kendinizi rezil etmeyin,para için kul hakkına girmeyin,adınızı cikartmayin.",Negatif
defolu ürün gönderdiler,Negatif
"markaya para vermeyelim,çok kaliteli olmasa da işimizi görsün dedik ama bu kadar da kalitesiz, düşük profilli ve ilk kullanımda arıza veren bir ürünü piyasaya sunan bu kişilere söylenebilecek söz dahi bulamıyorum. ürünün derece düğmesi arızalı,döküm döküm olalı bu kadar hoyratça ve acemice işlenmemiştir..defolu demek bile haksızlık...",Negatif
defolu döküm hariç güzel,Negatif
temizliği çok zor hiç menmun kalmadım,Negatif
berbat mağaza,Negatif
"ürün yandan ezik,boyası çatlak ve ayaklarının biri yamuk olarak geldi.",Negatif
kargo rezalet 10gündür hala gelecek,Negatif
hayır kesinlikle beğenmedim.,Negatif
ürün arızalı çalışmadı. iade ettim kabul edilmedi.,Negatif
kargo dahala ürünümü getirmedi,Negatif
ürün ikinci kullanımda e1 arızası verdi. simdi onunla uğraşıyorum. umarim değişim yaparlar. mistore dan almıştım,Negatif
ürün patapesleri cok iyi pisirmiyor cok memnun kalmadım pişmanım.,Negatif
hic tavsiye etmiyorum firinda yapin boşa para harcamayin,Negatif
maalesef kargoda kırılmış. çünkü paketlememişler. jutuyu streçe sarıp yollamışlar. iade ettim ama iademin onaylanma gününe kadar mideme ağrılar girdi sinirden. bence biraz daha para verip başka yerden alın.,Negatif
kesinlikle tavsiye etmiyorum,Negatif
pişirme ve süresi çok uzun,Negatif
beş kuruş etmez bir satıcı,Negatif
çok düşünerek çok araştırarak aldım fakat hic beğenmedim alacak olanlara söylüyorum sakın almayın hiç gerekli bir ürün değil gerçekten çok gereksiz satın patatesleri güzel pişiyor ama evdeki patateslerin tadı berbat uzun sürede pişiyor 15 dk asla yetmiyor yarım saatte pişiriyor tadida iğrenç çöpe attık patatesleri tavuk güzel bide haznesi çok küçük telinede koyuyorsunuz ama alttakiler pismiyor onlar için tekrar pisiriyorsunuz zaman ve elektrik kaybı ama gerçekten gereksiz sakın almayın,Negatif
ürün çalışmıyor sürekli duraklat yazıyor bilgi lütfen,Negatif
urun bana ulasmadi,Negatif
daha ilgili güvenilir bir yerden alın arızalı ürün çıktı üstüne bide kutu açılmış garantiye yonlendiriyorlar n11 pişmanlıktır sakın almayın,Negatif
düşünüldüğü gibi değil,Negatif
başka satıcılar da fiyatı daha uygundu ben bilerek bu satıcıdan aldım ama içinde çizikler var ve üstelik kapağın bir tarafı diğer tarafına göre eğri tam kapanmıyor.. nerde uygunsa o satıcıdan alın bence.bu satıcıdan almanıza gerek yok .,Negatif
kırık geldi sorumsuz satıcı,Negatif
"daha gelişmiş bir ürün diye aldığım ızgara orijinal başka bir üründen taklit edilmiş olduğu için kullanımı oldukça kötü. kapak kapanma çubukları tam oturmuyor, alt kısmı temizlik için ayırdığımda üst kısım dik durmuyor ve o sırada anahtar açık duruma geçip tekrar yanmaya başlıyor. bir de alt kısım çok bombeli ve bir önceki aldığım ızgaranın altlıklı ızgara aparatını sığdıramadım. mümkünse değiştirmek isterim.",Negatif
"çok basit blr teneke gibi duruyor , bağlantı noktaları çok zayıf , anahtar yeri kendi kendine geri atıyor , ızgarası ilk kullanımda kırıldı. tavsiye etmiyorum, illa bu ürünü alacaksanız da başka bşr yerden alın yoksa benim gibi 10 gün falan beklersiniz",Negatif
arkadaşlar ürün 100 lira civarıysa alın yoksa bu paralara değmez kartondan yapsan daha sağlam olurdu. geldiğinde yamuk yumuk çizik kırıktı zaten iade ettim. firma da bunu bildiği için sorgusuz iademi kabul etti ve para iadesi yapıldı.,Negatif
